date,unix_dt,couvain,autre
2020-12-31T12:00:00.000+0000,1609416000,0.006,47:86:38
2020-12-30T12:00:00.000+0000,1609329600,0.002,47:86:38
2020-12-29T12:00:00.000+0000,1609243200,0.022,47:86:38
2020-12-28T12:00:00.000+0000,1609156800,0.039,47:86:38
2020-12-27T12:00:00.000+0000,1609070400,0.051,47:86:38
2020-12-26T12:00:00.000+0000,1608984000,0.061,47:86:38
2020-12-25T12:00:00.000+0000,1608897600,0.068,47:86:38
2020-12-24T12:00:00.000+0000,1608811200,0.071,47:86:38
2020-12-23T12:00:00.000+0000,1608724800,0.075,47:86:38
2020-12-22T12:00:00.000+0000,1608638400,0.075,47:86:38
2020-12-21T12:00:00.000+0000,1608552000,0.066,47:86:38
2020-12-20T12:00:00.000+0000,1608465600,0.167,47:86:38
2020-12-19T12:00:00.000+0000,1608379200,0.243,47:86:38
2020-12-18T12:00:00.000+0000,1608292800,0.296,47:86:38
2020-12-17T12:00:00.000+0000,1608206400,0.328,47:86:38
2020-12-16T12:00:00.000+0000,1608120000,0.341,47:86:38
2020-12-15T12:00:00.000+0000,1608033600,0.355,47:86:38
2020-12-14T12:00:00.000+0000,1607947200,0.336,47:86:38
2020-12-13T12:00:00.000+0000,1607860800,0.3,47:86:38
2020-12-12T12:00:00.000+0000,1607774400,0.252,47:86:38
2020-12-11T12:00:00.000+0000,1607688000,0.197,47:86:38
2020-12-10T12:00:00.000+0000,1607601600,0.141,47:86:38
2020-12-09T12:00:00.000+0000,1607515200,0.113,47:86:38
2020-12-08T12:00:00.000+0000,1607428800,0.06,47:86:38
2020-12-07T12:00:00.000+0000,1607342400,0.155,47:86:38
2020-12-06T12:00:00.000+0000,1607256000,0.693,47:86:38
2020-12-05T12:00:00.000+0000,1607169600,1.031,47:86:38
2020-12-04T12:00:00.000+0000,1607083200,1.417,47:86:38
2020-12-03T12:00:00.000+0000,1606996800,1.71,47:86:38
2020-12-02T12:00:00.000+0000,1606910400,1.809,47:86:38
2020-12-01T12:00:00.000+0000,1606824000,2.117,47:86:38
2020-11-30T12:00:00.000+0000,1606737600,2.171,47:86:38
2020-11-29T12:00:00.000+0000,1606651200,2.496,47:86:38
2020-11-28T12:00:00.000+0000,1606564800,2.606,47:86:38
2020-11-27T12:00:00.000+0000,1606478400,2.664,47:86:38
2020-11-26T12:00:00.000+0000,1606392000,2.905,47:86:38
2020-11-25T12:00:00.000+0000,1606305600,3.477,47:86:38
2020-11-24T12:00:00.000+0000,1606219200,3.757,47:86:38
2020-11-23T12:00:00.000+0000,1606132800,4.152,47:86:38
2020-11-22T12:00:00.000+0000,1606046400,4.826,47:86:38
2020-11-21T12:00:00.000+0000,1605960000,4.939,47:86:38
2020-11-20T12:00:00.000+0000,1605873600,4.978,47:86:38
2020-11-19T12:00:00.000+0000,1605787200,5.111,47:86:38
2020-11-18T12:00:00.000+0000,1605700800,5.277,47:86:38
2020-11-17T12:00:00.000+0000,1605614400,5.469,47:86:38
2020-11-16T12:00:00.000+0000,1605528000,5.922,47:86:38
2020-11-15T12:00:00.000+0000,1605441600,6.984,47:86:38
2020-11-14T12:00:00.000+0000,1605355200,7.757,47:86:38
2020-11-13T12:00:00.000+0000,1605268800,8.95,47:86:38
2020-11-12T12:00:00.000+0000,1605182400,9.97,47:86:38
2020-11-11T12:00:00.000+0000,1605096000,10.647,47:86:38
2020-11-10T12:00:00.000+0000,1605009600,11.053,47:86:38
2020-11-09T12:00:00.000+0000,1604923200,11.548,47:86:38
2020-11-08T12:00:00.000+0000,1604836800,12.65,47:86:38
2020-11-07T12:00:00.000+0000,1604750400,14.017,47:86:38
2020-11-06T12:00:00.000+0000,1604664000,15.702,47:86:38
2020-11-05T12:00:00.000+0000,1604577600,17.638,47:86:38
2020-11-04T12:00:00.000+0000,1604491200,18.957,47:86:38
2020-11-03T12:00:00.000+0000,1604404800,19.856,47:86:38
2020-11-02T12:00:00.000+0000,1604318400,20.197,47:86:38
2020-11-01T12:00:00.000+0000,1604232000,19.867,47:86:38
2020-10-31T12:00:00.000+0000,1604145600,19.675,47:86:38
2020-10-30T12:00:00.000+0000,1604059200,19.528,47:86:38
2020-10-29T12:00:00.000+0000,1603972800,19.849,47:86:38
2020-10-28T12:00:00.000+0000,1603886400,20.943,47:86:38
2020-10-27T12:00:00.000+0000,1603800000,23.07,47:86:38
2020-10-26T12:00:00.000+0000,1603713600,26.062,47:86:38
2020-10-25T12:00:00.000+0000,1603627200,29.537,47:86:38
2020-10-24T12:00:00.000+0000,1603540800,32.472,47:86:38
2020-10-23T12:00:00.000+0000,1603454400,34.316,47:86:38
2020-10-22T12:00:00.000+0000,1603368000,34.758,47:86:38
2020-10-21T12:00:00.000+0000,1603281600,33.338,47:86:38
2020-10-20T12:00:00.000+0000,1603195200,30.625,47:86:38
2020-10-19T12:00:00.000+0000,1603108800,26.456,47:86:38
2020-10-18T12:00:00.000+0000,1603022400,21.95,47:86:38
2020-10-17T12:00:00.000+0000,1602936000,18.283,47:86:38
2020-10-16T12:00:00.000+0000,1602849600,15.575,47:86:38
2020-10-15T12:00:00.000+0000,1602763200,15.154,47:86:38
2020-10-14T12:00:00.000+0000,1602676800,15.374,47:86:38
2020-10-13T12:00:00.000+0000,1602590400,16.4,47:86:38
2020-10-12T12:00:00.000+0000,1602504000,17.197,47:86:38
2020-10-11T12:00:00.000+0000,1602417600,17.29,47:86:38
2020-10-10T12:00:00.000+0000,1602331200,16.932,47:86:38
2020-10-09T12:00:00.000+0000,1602244800,15.975,47:86:38
2020-10-08T12:00:00.000+0000,1602158400,15.294,47:86:38
2020-10-07T12:00:00.000+0000,1602072000,15.455,47:86:38
2020-10-06T12:00:00.000+0000,1601985600,15.934,47:86:38
2020-10-05T12:00:00.000+0000,1601899200,17.046,47:86:38
2020-10-04T12:00:00.000+0000,1601812800,18.427,47:86:38
2020-10-03T12:00:00.000+0000,1601726400,20.535,47:86:38
2020-10-02T12:00:00.000+0000,1601640000,22.943,47:86:38
2020-10-01T12:00:00.000+0000,1601553600,25.446,47:86:38
2020-09-30T12:00:00.000+0000,1601467200,27.841,47:86:38
2020-09-29T12:00:00.000+0000,1601380800,29.46,47:86:38
2020-09-28T12:00:00.000+0000,1601294400,29.954,47:86:38
2020-09-27T12:00:00.000+0000,1601208000,31.196,47:86:38
2020-09-26T12:00:00.000+0000,1601121600,32.232,47:86:38
2020-09-25T12:00:00.000+0000,1601035200,32.067,47:86:38
2020-09-24T12:00:00.000+0000,1600948800,33.217,47:86:38
2020-09-23T12:00:00.000+0000,1600862400,34.47,47:86:38
2020-09-22T12:00:00.000+0000,1600776000,35.673,47:86:38
2020-09-21T12:00:00.000+0000,1600689600,37.744,47:86:38
2020-09-20T12:00:00.000+0000,1600603200,40.216,47:86:38
2020-09-19T12:00:00.000+0000,1600516800,42.322,47:86:38
2020-09-18T12:00:00.000+0000,1600430400,44.01,47:86:38
2020-09-17T12:00:00.000+0000,1600344000,45.664,47:86:38
2020-09-16T12:00:00.000+0000,1600257600,47.352,47:86:38
2020-09-15T12:00:00.000+0000,1600171200,47.442,47:86:38
2020-09-14T12:00:00.000+0000,1600084800,46.874,47:86:38
2020-09-13T12:00:00.000+0000,1599998400,46.117,47:86:38
2020-09-12T12:00:00.000+0000,1599912000,44.177,47:86:38
2020-09-11T12:00:00.000+0000,1599825600,42.949,47:86:38
2020-09-10T12:00:00.000+0000,1599739200,41.49,47:86:38
2020-09-09T12:00:00.000+0000,1599652800,39.62,47:86:38
2020-09-08T12:00:00.000+0000,1599566400,38.927,47:86:38
2020-09-07T12:00:00.000+0000,1599480000,39.201,47:86:38
2020-09-06T12:00:00.000+0000,1599393600,39.655,47:86:38
2020-09-05T12:00:00.000+0000,1599307200,39.97,47:86:38
2020-09-04T12:00:00.000+0000,1599220800,40.568,47:86:38
2020-09-03T12:00:00.000+0000,1599134400,41.634,47:86:38
2020-09-02T12:00:00.000+0000,1599048000,43.169,47:86:38
2020-09-01T12:00:00.000+0000,1598961600,43.762,47:86:38
2020-08-31T12:00:00.000+0000,1598875200,44.794,47:86:38
2020-08-30T12:00:00.000+0000,1598788800,45.717,47:86:38
2020-08-29T12:00:00.000+0000,1598702400,46.915,47:86:38
2020-08-28T12:00:00.000+0000,1598616000,48.015,47:86:38
2020-08-27T12:00:00.000+0000,1598529600,48.273,47:86:38
2020-08-26T12:00:00.000+0000,1598443200,49.514,47:86:38
2020-08-25T12:00:00.000+0000,1598356800,49.473,47:86:38
2020-08-24T12:00:00.000+0000,1598270400,48.847,47:86:38
2020-08-23T12:00:00.000+0000,1598184000,47.421,47:86:38
2020-08-22T12:00:00.000+0000,1598097600,45.987,47:86:38
2020-08-21T12:00:00.000+0000,1598011200,45.519,47:86:38
2020-08-20T12:00:00.000+0000,1597924800,45.163,47:86:38
2020-08-19T12:00:00.000+0000,1597838400,45.105,47:86:38
2020-08-18T12:00:00.000+0000,1597752000,45.501,47:86:38
2020-08-17T12:00:00.000+0000,1597665600,46.715,47:86:38
2020-08-16T12:00:00.000+0000,1597579200,47.07,47:86:38
2020-08-15T12:00:00.000+0000,1597492800,46.711,47:86:38
2020-08-14T12:00:00.000+0000,1597406400,46.418,47:86:38
2020-08-13T12:00:00.000+0000,1597320000,48.173,47:86:38
2020-08-12T12:00:00.000+0000,1597233600,49.093,47:86:38
2020-08-11T12:00:00.000+0000,1597147200,48.519,47:86:38
2020-08-10T12:00:00.000+0000,1597060800,48.649,47:86:38
2020-08-09T12:00:00.000+0000,1596974400,48.349,47:86:38
2020-08-08T12:00:00.000+0000,1596888000,48.306,47:86:38
2020-08-07T12:00:00.000+0000,1596801600,48.846,47:86:38
2020-08-06T12:00:00.000+0000,1596715200,49.477,47:86:38
2020-08-05T12:00:00.000+0000,1596628800,50.189,47:86:38
2020-08-04T12:00:00.000+0000,1596542400,51.038,47:86:38
2020-08-03T12:00:00.000+0000,1596456000,52.34,47:86:38
2020-08-02T12:00:00.000+0000,1596369600,53.065,47:86:38
2020-08-01T12:00:00.000+0000,1596283200,54.075,47:86:38
2020-07-31T12:00:00.000+0000,1596196800,55.897,47:86:38
2020-07-30T12:00:00.000+0000,1596110400,58.543,47:86:38
2020-07-29T12:00:00.000+0000,1596024000,60.563,47:86:38
2020-07-28T12:00:00.000+0000,1595937600,62.778,47:86:38
2020-07-27T12:00:00.000+0000,1595851200,65.198,47:86:38
2020-07-26T12:00:00.000+0000,1595764800,67.16,47:86:38
2020-07-25T12:00:00.000+0000,1595678400,69.092,47:86:38
2020-07-24T12:00:00.000+0000,1595592000,71.006,47:86:38
2020-07-23T12:00:00.000+0000,1595505600,72.482,47:86:38
2020-07-22T12:00:00.000+0000,1595419200,74.593,47:86:38
2020-07-21T12:00:00.000+0000,1595332800,72.117,47:86:38
2020-07-20T12:00:00.000+0000,1595246400,70.745,47:86:38
2020-07-19T12:00:00.000+0000,1595160000,69.21,47:86:38
2020-07-18T12:00:00.000+0000,1595073600,68.513,47:86:38
2020-07-17T12:00:00.000+0000,1594987200,68.417,47:86:38
2020-07-16T12:00:00.000+0000,1594900800,69.032,47:86:38
2020-07-15T12:00:00.000+0000,1594814400,70.15,47:86:38
2020-07-12T12:00:00.000+0000,1594555200,71.903,42:15:0C
2020-07-11T12:00:00.000+0000,1594468800,74.375,42:15:0C
2020-07-10T12:00:00.000+0000,1594382400,77.322,42:15:0C
2020-07-09T12:00:00.000+0000,1594296000,80.583,42:15:0C
2020-07-08T12:00:00.000+0000,1594209600,83.92,42:15:0C
2020-07-07T12:00:00.000+0000,1594123200,86.985,42:15:0C
2020-07-06T12:00:00.000+0000,1594036800,90.104,42:15:0C
2020-07-05T12:00:00.000+0000,1593950400,89.186,42:15:0C
2020-07-04T12:00:00.000+0000,1593864000,90.646,42:15:0C
2020-07-03T12:00:00.000+0000,1593777600,91.93,42:15:0C
2020-07-02T12:00:00.000+0000,1593691200,93.081,42:15:0C
2020-07-01T12:00:00.000+0000,1593604800,93.98,42:15:0C
2020-06-30T12:00:00.000+0000,1593518400,94.495,42:15:0C
2020-06-29T12:00:00.000+0000,1593432000,94.766,42:15:0C
2020-06-28T12:00:00.000+0000,1593345600,94.974,42:15:0C
2020-06-27T12:00:00.000+0000,1593259200,95,42:15:0C
2020-06-26T12:00:00.000+0000,1593172800,95,42:15:0C
2020-06-25T12:00:00.000+0000,1593086400,95,42:15:0C
2020-06-24T12:00:00.000+0000,1593000000,95,42:15:0C
2020-06-23T12:00:00.000+0000,1592913600,95,42:15:0C
2020-06-22T12:00:00.000+0000,1592827200,94.996,42:15:0C
2020-06-21T12:00:00.000+0000,1592740800,94.998,42:15:0C
2020-06-20T12:00:00.000+0000,1592654400,95,42:15:0C
2020-06-19T12:00:00.000+0000,1592568000,95,42:15:0C
2020-06-18T12:00:00.000+0000,1592481600,95,42:15:0C
2020-06-17T12:00:00.000+0000,1592395200,94.999,42:15:0C
2020-06-16T12:00:00.000+0000,1592308800,94.999,42:15:0C
2020-06-15T12:00:00.000+0000,1592222400,94.998,42:15:0C
2020-06-14T12:00:00.000+0000,1592136000,95,42:15:0C
2020-06-13T12:00:00.000+0000,1592049600,94.993,42:15:0C
2020-06-12T12:00:00.000+0000,1591963200,94.987,42:15:0C
2020-06-11T12:00:00.000+0000,1591876800,94.983,42:15:0C
2020-06-10T12:00:00.000+0000,1591790400,94.98,42:15:0C
2020-06-09T12:00:00.000+0000,1591704000,94.979,42:15:0C
2020-06-08T12:00:00.000+0000,1591617600,94.979,42:15:0C
2020-06-07T12:00:00.000+0000,1591531200,94.98,42:15:0C
2020-06-06T12:00:00.000+0000,1591444800,94.982,42:15:0C
2020-06-05T12:00:00.000+0000,1591358400,94.985,42:15:0C
2020-06-04T12:00:00.000+0000,1591272000,94.989,42:15:0C
2020-06-03T12:00:00.000+0000,1591185600,94.994,42:15:0C
2020-06-02T12:00:00.000+0000,1591099200,94.998,42:15:0C
2020-06-01T12:00:00.000+0000,1591012800,95,42:15:0C
2020-05-31T12:00:00.000+0000,1590926400,95,42:15:0C
2020-05-30T12:00:00.000+0000,1590840000,94.996,42:15:0C
2020-05-29T12:00:00.000+0000,1590753600,94.995,42:15:0C
2020-05-28T12:00:00.000+0000,1590667200,94.992,42:15:0C
2020-05-27T12:00:00.000+0000,1590580800,94.989,42:15:0C
2020-05-26T12:00:00.000+0000,1590494400,94.983,42:15:0C
2020-05-25T12:00:00.000+0000,1590408000,94.976,42:15:0C
2020-05-24T12:00:00.000+0000,1590321600,94.965,42:15:0C
2020-05-23T12:00:00.000+0000,1590235200,94.945,42:15:0C
2020-05-22T12:00:00.000+0000,1590148800,94.934,42:15:0C
2020-05-21T12:00:00.000+0000,1590062400,94.879,42:15:0C
2020-05-20T12:00:00.000+0000,1589976000,94.697,42:15:0C
2020-05-19T12:00:00.000+0000,1589889600,94.493,42:15:0C
2020-05-18T12:00:00.000+0000,1589803200,94.278,42:15:0C
2020-05-17T12:00:00.000+0000,1589716800,94.032,42:15:0C
2020-05-16T12:00:00.000+0000,1589630400,93.825,42:15:0C
2020-05-15T12:00:00.000+0000,1589544000,93.692,42:15:0C
2020-05-14T12:00:00.000+0000,1589457600,93.629,42:15:0C
2020-05-13T12:00:00.000+0000,1589371200,93.617,42:15:0C
2020-05-12T12:00:00.000+0000,1589284800,93.635,42:15:0C
2020-05-11T12:00:00.000+0000,1589198400,93.785,42:15:0C
2020-05-10T12:00:00.000+0000,1589112000,93.38,42:15:0C
2020-05-09T12:00:00.000+0000,1589025600,92.662,42:15:0C
2020-05-08T12:00:00.000+0000,1588939200,91.61,42:15:0C
2020-05-07T12:00:00.000+0000,1588852800,90.57,42:15:0C
2020-05-06T12:00:00.000+0000,1588766400,89.761,42:15:0C
2020-05-05T12:00:00.000+0000,1588680000,89.266,42:15:0C
2020-05-04T12:00:00.000+0000,1588593600,89.109,42:15:0C
2020-05-03T12:00:00.000+0000,1588507200,88.659,42:15:0C
2020-05-02T12:00:00.000+0000,1588420800,88.264,42:15:0C
2020-05-01T12:00:00.000+0000,1588334400,87.828,42:15:0C
2020-04-30T12:00:00.000+0000,1588248000,86.872,42:15:0C
2020-04-29T12:00:00.000+0000,1588161600,85.679,42:15:0C
2020-04-28T12:00:00.000+0000,1588075200,84.252,42:15:0C
2020-04-27T12:00:00.000+0000,1587988800,82.595,42:15:0C
2020-04-26T12:00:00.000+0000,1587902400,80.387,42:15:0C
2020-04-25T12:00:00.000+0000,1587816000,77.638,42:15:0C
2020-04-24T12:00:00.000+0000,1587729600,75.19,42:15:0C
2020-04-23T12:00:00.000+0000,1587643200,72.535,42:15:0C
2020-04-22T12:00:00.000+0000,1587556800,70.376,42:15:0C
2020-04-21T12:00:00.000+0000,1587470400,68.312,42:15:0C
2020-04-20T12:00:00.000+0000,1587384000,66.511,42:15:0C
2020-04-19T12:00:00.000+0000,1587297600,64.59,42:15:0C
2020-04-18T12:00:00.000+0000,1587211200,62.837,42:15:0C
2020-04-17T12:00:00.000+0000,1587124800,61.261,42:15:0C
2020-04-16T12:00:00.000+0000,1587038400,59.125,42:15:0C
2020-04-15T12:00:00.000+0000,1586952000,57.718,42:15:0C
2020-04-14T12:00:00.000+0000,1586865600,56.588,42:15:0C
2020-04-13T12:00:00.000+0000,1586779200,55.571,42:15:0C
2020-04-12T12:00:00.000+0000,1586692800,54.655,42:15:0C
2020-04-11T12:00:00.000+0000,1586606400,53.932,42:15:0C
2020-04-10T12:00:00.000+0000,1586520000,53.413,42:15:0C
2020-04-09T12:00:00.000+0000,1586433600,52.583,42:15:0C
2020-04-08T12:00:00.000+0000,1586347200,52.114,42:15:0C
2020-04-07T12:00:00.000+0000,1586260800,51.428,42:15:0C
2020-04-06T12:00:00.000+0000,1586174400,51.118,42:15:0C
2020-04-05T12:00:00.000+0000,1586088000,51.15,42:15:0C
2020-04-04T12:00:00.000+0000,1586001600,50.89,42:15:0C
2020-04-03T12:00:00.000+0000,1585915200,50.741,42:15:0C
2020-04-02T12:00:00.000+0000,1585828800,50.433,42:15:0C
2020-04-01T12:00:00.000+0000,1585742400,50.565,42:15:0C
2020-03-31T12:00:00.000+0000,1585656000,50.414,42:15:0C
2020-03-30T12:00:00.000+0000,1585569600,49.968,42:15:0C
2020-03-29T12:00:00.000+0000,1585483200,49.499,42:15:0C
2020-03-28T12:00:00.000+0000,1585396800,49.288,42:15:0C
2020-03-27T12:00:00.000+0000,1585310400,48.748,42:15:0C
2020-03-26T12:00:00.000+0000,1585224000,48.381,42:15:0C
2020-03-25T12:00:00.000+0000,1585137600,47.418,42:15:0C
2020-03-24T12:00:00.000+0000,1585051200,46.137,42:15:0C
2020-03-23T12:00:00.000+0000,1584964800,45.184,42:15:0C
2020-03-22T12:00:00.000+0000,1584878400,44.559,42:15:0C
2020-03-21T12:00:00.000+0000,1584792000,43.432,42:15:0C
2020-03-20T12:00:00.000+0000,1584705600,42.472,42:15:0C
2020-03-19T12:00:00.000+0000,1584619200,41.75,42:15:0C
2020-03-18T12:00:00.000+0000,1584532800,40.742,42:15:0C
2020-03-17T12:00:00.000+0000,1584446400,39.999,42:15:0C
2020-03-16T12:00:00.000+0000,1584360000,38.908,42:15:0C
2020-03-15T12:00:00.000+0000,1584273600,37.675,42:15:0C
2020-03-14T12:00:00.000+0000,1584187200,36.494,42:15:0C
2020-03-13T12:00:00.000+0000,1584100800,35.259,42:15:0C
2020-03-12T12:00:00.000+0000,1584014400,33.73,42:15:0C
2020-03-11T12:00:00.000+0000,1583928000,31.42,42:15:0C
2020-03-10T12:00:00.000+0000,1583841600,29.896,42:15:0C
2020-03-09T12:00:00.000+0000,1583755200,28.899,42:15:0C
2020-03-08T12:00:00.000+0000,1583668800,27.492,42:15:0C
2020-03-07T12:00:00.000+0000,1583582400,26.511,42:15:0C
2020-03-06T12:00:00.000+0000,1583496000,26.039,42:15:0C
2020-03-05T12:00:00.000+0000,1583409600,26.425,42:15:0C
2020-03-04T12:00:00.000+0000,1583323200,26.988,42:15:0C
2020-03-03T12:00:00.000+0000,1583236800,28.056,42:15:0C
2020-03-02T12:00:00.000+0000,1583150400,28.534,42:15:0C
2020-03-01T12:00:00.000+0000,1583064000,29.313,42:15:0C
2020-02-29T12:00:00.000+0000,1582977600,30.277,42:15:0C
2020-02-28T12:00:00.000+0000,1582891200,31.39,42:15:0C
2020-02-27T12:00:00.000+0000,1582804800,32.188,42:15:0C
2020-02-26T12:00:00.000+0000,1582718400,32.785,42:15:0C
2020-02-25T12:00:00.000+0000,1582632000,33.848,42:15:0C
2020-02-24T12:00:00.000+0000,1582545600,34.402,42:15:0C
2020-02-23T12:00:00.000+0000,1582459200,34.277,42:15:0C
2020-02-22T12:00:00.000+0000,1582372800,35.484,42:15:0C
2020-02-21T12:00:00.000+0000,1582286400,36.548,42:15:0C
2020-02-20T12:00:00.000+0000,1582200000,37.981,42:15:0C
2020-02-19T12:00:00.000+0000,1582113600,38.675,42:15:0C
2020-02-18T12:00:00.000+0000,1582027200,39.252,42:15:0C
2020-02-17T12:00:00.000+0000,1581940800,39.487,42:15:0C
2020-02-16T12:00:00.000+0000,1581854400,39.766,42:15:0C
2020-02-15T12:00:00.000+0000,1581768000,40.154,42:15:0C
2020-02-14T12:00:00.000+0000,1581681600,40.297,42:15:0C
2020-02-13T12:00:00.000+0000,1581595200,40.012,42:15:0C
2020-02-12T12:00:00.000+0000,1581508800,39.503,42:15:0C
2020-02-11T12:00:00.000+0000,1581422400,38.792,42:15:0C
2020-02-10T12:00:00.000+0000,1581336000,37.327,42:15:0C
2020-02-09T12:00:00.000+0000,1581249600,36.416,42:15:0C
2020-02-08T12:00:00.000+0000,1581163200,36.019,42:15:0C
2020-02-07T12:00:00.000+0000,1581076800,35.057,42:15:0C
2020-02-06T12:00:00.000+0000,1580990400,34.447,42:15:0C
2020-02-05T12:00:00.000+0000,1580904000,33.084,42:15:0C
2020-02-04T12:00:00.000+0000,1580817600,31.657,42:15:0C
2020-02-03T12:00:00.000+0000,1580731200,29.103,42:15:0C
2020-02-02T12:00:00.000+0000,1580644800,25.722,42:15:0C
2020-02-01T12:00:00.000+0000,1580558400,22.046,42:15:0C
2020-01-31T12:00:00.000+0000,1580472000,18.128,42:15:0C
2020-01-30T12:00:00.000+0000,1580385600,14.936,42:15:0C
2020-01-29T12:00:00.000+0000,1580299200,11.694,42:15:0C
2020-01-28T12:00:00.000+0000,1580212800,8.519,42:15:0C
2020-01-27T12:00:00.000+0000,1580126400,5.463,42:15:0C
2020-01-26T12:00:00.000+0000,1580040000,3.797,42:15:0C
2020-01-25T12:00:00.000+0000,1579953600,2.573,42:15:0C
2020-01-24T12:00:00.000+0000,1579867200,2.264,42:15:0C
2020-01-23T12:00:00.000+0000,1579780800,2.825,42:15:0C
2020-01-22T12:00:00.000+0000,1579694400,3.711,42:15:0C
2020-01-21T12:00:00.000+0000,1579608000,4.504,42:15:0C
2020-01-20T12:00:00.000+0000,1579521600,4.471,42:15:0C
2020-01-19T12:00:00.000+0000,1579435200,4.219,42:15:0C
2020-01-18T12:00:00.000+0000,1579348800,3.897,42:15:0C
2020-01-17T12:00:00.000+0000,1579262400,3.807,42:15:0C
2020-01-16T12:00:00.000+0000,1579176000,3.875,42:15:0C
2020-01-15T12:00:00.000+0000,1579089600,3.717,42:15:0C
2020-01-14T12:00:00.000+0000,1579003200,3.488,42:15:0C
2020-01-13T12:00:00.000+0000,1578916800,3.593,42:15:0C
2020-01-12T12:00:00.000+0000,1578830400,3.446,42:15:0C
2020-01-11T12:00:00.000+0000,1578744000,3.467,42:15:0C
2020-01-10T12:00:00.000+0000,1578657600,3.725,42:15:0C
2020-01-09T12:00:00.000+0000,1578571200,4.251,42:15:0C
2020-01-08T12:00:00.000+0000,1578484800,5.049,42:15:0C
2020-01-07T12:00:00.000+0000,1578398400,5.199,42:15:0C
2020-01-06T12:00:00.000+0000,1578312000,5.251,42:15:0C
2020-01-05T12:00:00.000+0000,1578225600,5.173,42:15:0C
2020-01-04T12:00:00.000+0000,1578139200,4.794,42:15:0C
2020-01-03T12:00:00.000+0000,1578052800,4.219,42:15:0C
2020-01-02T12:00:00.000+0000,1577966400,3.588,42:15:0C
2020-01-01T12:00:00.000+0000,1577880000,3.463,42:15:0C
